chrom	start	end	gene	strand	fixed_alu	category	tss	gene_density	recomb_cM_Mb
chr5	134409881	134413881	CDKN2AIPNL	-	3	Housekeeping	134411881	17.0	0.41153846413891415
chr5	137752363	137756363	HNRNPA0	-	2	Housekeeping	137754363	10.0	0.047738732744164736
chr5	138211343	138215343	CDC23	-	6	Housekeeping	138213343	18.0	0.043139008706418736
chr5	138329935	138333935	FAM53C	+	3	Housekeeping	138331935	16.0	0.09348445215266565
chr5	138541236	138545236	ETF1	-	1	Housekeeping	138543236	15.0	0.12495277488824286
chr5	138573675	138577675	HSPA9	-	4	Housekeeping	138575675	14.0	0.6188097500643153
chr5	139339587	139343587	PAIP2	+	3	Housekeeping	139341587	16.0	0.15623590979231494
chr5	139524431	139528431	UBE2D2	+	1	Housekeeping	139526431	15.0	0.981999534716067
chr5	140301113	140305113	PFDN1	-	2	Housekeeping	140303113	25.0	0.6688243985374243
chr5	140399908	140403908	ANKHD1-EIF4EBP3	+	4	Housekeeping	140401908	35.0	0.0248036999408896
chr5	140545662	140549662	EIF4EBP3	+	4	Housekeeping	140547662	36.0	0.04333862553266954
chr5	140562819	140566819	SLC35A4	+	1	Housekeeping	140564819	37.0	0.06925421203277438
chr5	140645058	140649058	IK	+	2	Housekeeping	140647058	39.0	0.16339610047566566
chr5	140662868	140666868	WDR55	+	8	Housekeeping	140664868	40.0	0.14421485679548596
chr5	140696680	140700680	ZMAT2	+	1	Housekeeping	140698680	44.0	0.11176481104399727
chr5	141318784	141322784	TAF7	-	1	Housekeeping	141320784	56.0	0.5604063053920072
chr5	141921855	141925855	DELE1	+	5	Housekeeping	141923855	15.0	1.4216985027687201
chr5	149549471	149553471	CSNK1A1	-	2	Housekeeping	149551471	12.0	0.24131067057510336
chr5	149998046	150002046	HMGXB3	+	1	Housekeeping	150000046	16.0	1.2623090921294988
chr5	150447739	150451739	RPS14	-	4	Housekeeping	150449739	19.0	2.4438747569882935
chr5	150757095	150761095	DCTN4	-	0	Housekeeping	150759095	17.0	0.7166761502179497
chr5	151769045	151773045	G3BP1	+	2	Housekeeping	151771045	7.0	0.23667233968637902
chr5	151770532	151774532	ATOX1	-	0	Housekeeping	151772532	7.0	0.22713371857065567
chr5	154680986	154684986	LARP1	+	3	Housekeeping	154682986	8.0	1.3706024844049125
chr5	154939073	154943073	MRPL22	+	4	Housekeeping	154941073	7.0	0.2503887354450285
chr5	160007113	160011113	TTC1	+	4	Housekeeping	160009113	8.0	2.293654514081993
chr5	160419711	160423711	SLU7	-	0	Housekeeping	160421711	8.0	1.569680671915421
chr5	168577368	168581368	PANK3	-	2	Housekeeping	168579368	3.0	0.23789398306774956
chr5	171385116	171389116	NPM1	+	4	Housekeeping	171387116	3.0	0.6003797518707188
chr5	172832251	172836251	ERGIC1	+	1	Housekeeping	172834251	9.0	4.1443638546272155
chr5	172981771	172985771	ATP6V0E1	+	4	Housekeeping	172983771	8.0	1.0008940482853745
chr5	173614659	173618659	BOD1	-	1	Housekeeping	173616659	6.0	1.78366961627205
chr5	176386751	176390751	HIGD2A	+	4	Housekeeping	176388751	15.0	0.8567351324759898
chr5	176445628	176449628	FAF2	+	5	Housekeeping	176447628	16.0	0.4757519981623659
chr5	176536025	176540025	RNF44	-	1	Housekeeping	176538025	17.0	1.30862827042165
chr5	177349840	177353840	LMAN2	-	3	Housekeeping	177351840	22.0	0.8384874181942337
chr5	177590203	177594203	TMED9	+	2	Housekeeping	177592203	20.0	0.43598473894121526
chr5	177598132	177602132	B4GALT7	+	3	Housekeeping	177600132	20.0	0.39630824851371926
chr5	178202533	178206533	HNRNPAB	+	4	Housekeeping	178204533	11.0	2.835116994650946
chr5	179730822	179734822	MAML1	+	2	Housekeeping	179732822	14.0	0.20914570558971946
chr5	181246096	181250096	RACK1	-	4	Housekeeping	181248096	11.0	0.7314504508858022
chr6	289630	293630	DUSP22	+	1	Housekeeping	291630	3.0	1.905048117868553
chr6	2763393	2767393	WRNIP1	+	2	Housekeeping	2765393	10.0	2.3829072054393574
chr6	10720915	10724915	TMEM14C	+	2	Housekeeping	10722915	13.0	1.353646659861809
chr6	10745759	10749759	TMEM14B	+	1	Housekeeping	10747759	13.0	1.4743031984716737
chr6	13613335	13617335	NOL7	+	1	Housekeeping	13615335	6.0	0.3719610065551038
chr6	13709835	13713835	RANBP9	-	1	Housekeeping	13711835	7.0	0.831268575673505
chr6	17598302	17602302	FAM8A1	+	3	Housekeeping	17600302	5.0	0.49237456820229397
chr6	17704925	17708925	NUP153	-	3	Housekeeping	17706925	7.0	1.6178093964119
chr6	18262548	18266548	DEK	-	1	Housekeeping	18264548	5.0	0.43309070293204854
chr6	24718825	24722825	C6orf62	-	2	Housekeeping	24720825	11.0	0.7741302567621489
chr6	26536366	26540366	HMGN4	+	2	Housekeeping	26538366	36.0	0.09433432393322505
chr6	30064709	30068709	PPP1R11	+	0	Housekeeping	30066709	20.0	0.6380386102975422
chr6	30487509	30491509	HLA-E	+	4	Housekeeping	30489509	31.0	0.3283149285915954
chr6	30616612	30620612	PPP1R10	-	3	Housekeeping	30618612	30.0	0.12942945307742093
chr6	31270130	31274130	HLA-C	-	0	Housekeeping	31272130	50.0	1.6733323428263702
chr6	31650705	31654705	BAG6	-	4	Housekeeping	31652705	62.0	0.5374361621625212
chr6	31658778	31662778	C6orf47	-	1	Housekeeping	31660778	64.0	0.11385513820179938
chr6	31804966	31808966	LSM2	-	9	Housekeeping	31806966	69.0	0.12450277218150063
chr6	32126253	32130253	ATF6B	-	1	Housekeeping	32128253	58.0	0.1748453106593928
chr6	32176096	32180096	AGPAT1	-	0	Housekeeping	32178096	52.0	0.8984080740971478
chr6	32188202	32192202	PBX2	-	0	Housekeeping	32190202	51.0	1.1524115596255768
chr6	33198305	33202305	SLC39A7	+	1	Housekeeping	33200305	37.0	0.542228736556396
chr6	33198665	33202665	RXRB	-	1	Housekeeping	33200665	37.0	0.5421593697293758
chr6	33206500	33210500	RING1	+	1	Housekeeping	33208500	37.0	0.5180693056664154
chr6	33270047	33274047	VPS52	-	4	Housekeeping	33272047	37.0	0.47406392156744914
chr6	33270075	33274075	RPS18	+	4	Housekeeping	33272075	37.0	0.47405118790116774
chr6	33287247	33291247	WDR46	-	0	Housekeeping	33289247	38.0	0.18473769440880972
chr6	33312284	33316284	TAPBP	-	0	Housekeeping	33314284	39.0	0.27215921582083524
chr6	33408399	33412399	PHF1	+	3	Housekeeping	33410399	33.0	0.07538294371038035
chr6	33416317	33420317	CUTA	-	0	Housekeeping	33418317	33.0	0.07642515169017372
chr6	33787130	33791130	LEMD2	-	0	Housekeeping	33789130	21.0	0.7575279647825539
chr6	34424069	34428069	RPS10	-	7	Housekeeping	34426069	12.0	0.7360556366955961
chr6	34424071	34428071	RPS10-NUDT3	-	7	Housekeeping	34426071	12.0	0.7360871414226722
chr6	34755505	34759505	SNRPC	+	7	Housekeeping	34757505	11.0	0.051628392281202196
chr6	34887192	34891192	TAF11	-	2	Housekeeping	34889192	14.0	0.1040198676438564
chr6	34887255	34891255	ANKS1A	+	2	Housekeeping	34889255	14.0	0.10414707317849548
chr6	35466401	35470401	RPL10A	+	2	Housekeeping	35468401	15.0	1.227935434932661
chr6	36440767	36444767	KCTD20	+	1	Housekeeping	36442767	15.0	0.12081279314891447
chr6	36545479	36549479	STK38	-	3	Housekeeping	36547479	16.0	0.24286880583410664
chr6	36592353	36596353	SRSF3	+	4	Housekeeping	36594353	16.0	0.6341590909090655
chr6	36869870	36873870	C6orf89	+	2	Housekeeping	36871870	17.0	0.3888684582868507
chr6	36984298	36988298	MTCH1	-	0	Housekeeping	36986298	15.0	3.5301628556500475
chr6	37255772	37259772	TBC1D22B	+	1	Housekeeping	37257772	13.0	0.41040018639513676
chr6	37431219	37435219	CMTR1	+	2	Housekeeping	37433219	11.0	0.6178766819012793
chr6	37817727	37821727	ZFAND3	+	1	Housekeeping	37819727	4.0	0.4637057606206696
chr6	41785662	41789662	TOMM6	+	3	Housekeeping	41787662	20.0	1.4936471921988215
chr6	42215861	42219861	MRPS10	-	6	Housekeeping	42217861	19.0	1.352391526968475
chr6	42877616	42881616	RPL7L1	+	7	Housekeeping	42879616	26.0	0.7087343782065147
chr6	43014868	43018868	MEA1	-	2	Housekeeping	43016868	30.0	0.3739326651719921
chr6	43019623	43023623	RRP36	+	7	Housekeeping	43021623	31.0	0.37413228142241906
chr6	43227481	43231481	DNPH1	-	6	Housekeeping	43229481	35.0	0.6994117989296456
chr6	43514985	43518985	YIPF3	-	2	Housekeeping	43516985	26.0	1.210172186807199
chr6	43627540	43631540	MAD2L1BP	+	4	Housekeeping	43629540	22.0	0.37534636714667613
chr6	43685791	43689791	MRPS18A	-	2	Housekeeping	43687791	21.0	2.1752721598163305
chr6	44125452	44129452	MRPL14	-	2	Housekeeping	44127452	19.0	2.0645007367141943
chr6	44244166	44248166	HSP90AB1	+	2	Housekeeping	44246166	15.0	2.018725316365959
chr6	44385706	44389706	CDC5L	+	0	Housekeeping	44387706	14.0	0.435148820075284
chr6	52282881	52286881	MCM3	-	0	Housekeeping	52284881	8.0	0.8918502723780364
chr6	70665776	70669776	SMAP1	+	1	Housekeeping	70667776	4.0	1.150738598481098
chr6	73523587	73527587	EEF1A1	-	5	Housekeeping	73525587	11.0	0.2108884103785158
chr6	75282948	75286948	TMEM30A	-	1	Housekeeping	75284948	5.0	0.31225394882312685
chr6	79232689	79236689	HMGN3	-	0	Housekeeping	79234689	4.0	0.16744203216887854
chr6	87700233	87704233	AKIRIN2	-	2	Housekeeping	87702233	10.0	0.6667016531149272
chr6	89350722	89354722	UBE2J1	-	3	Housekeeping	89352722	11.0	0.7050475886865115
chr6	96519595	96523595	UFL1	+	0	Housekeeping	96521595	4.0	0.043651351351456924
chr6	99423331	99427331	PNISR	-	1	Housekeeping	99425331	7.0	0.3155962506751564
chr6	105452062	105456062	PREP	-	1	Housekeeping	105454062	2.0	1.0774072803290835
chr6	108259246	108263246	SNX3	-	5	Housekeeping	108261246	6.0	0.09771524469684323
chr6	110956706	110960706	GTF3C6	+	6	Housekeeping	110958706	6.0	0.27833159743295255
chr6	116277930	116281930	TSPYL1	-	1	Housekeeping	116279930	15.0	0.10460450993491577
chr6	122469807	122473807	SERINC1	-	3	Housekeeping	122471807	4.0	0.06298007347993462
chr6	125300078	125304078	HDDC2	-	1	Housekeeping	125302078	4.0	0.8236408050846933
chr6	125954770	125958770	HINT3	+	0	Housekeeping	125956770	4.0	1.1140053422653295
chr6	132812569	132816569	RPS12	+	2	Housekeeping	132814569	12.0	0.30972943404123043
chr6	143841338	143845338	LTV1	+	2	Housekeeping	143843338	11.0	0.9523128452491392
chr6	144093573	144097573	SF3B5	-	3	Housekeeping	144095573	7.0	1.153243867739775
chr6	149544043	149548043	PPIL4	-	4	Housekeeping	149546043	15.0	0.10691307257928884
chr6	149564294	149568294	GINM1	+	4	Housekeeping	149566294	15.0	0.07885107284607784
chr6	149747444	149751444	PCMT1	+	4	Housekeeping	149749444	16.0	0.05428993895861822
chr6	157698387	157702387	SNX9	+	1	Housekeeping	157700387	5.0	1.426059718987176
chr6	158642743	158646743	DYNLT1	-	2	Housekeeping	158644743	8.0	0.5881338664985947
chr6	159723585	159727585	WTAP	+	4	Housekeeping	159725585	8.0	0.0864225582907352
chr6	159787812	159791812	MRPL18	+	2	Housekeeping	159789812	9.0	1.2648538307615809
chr6	166340576	166344576	SFT2D1	-	3	Housekeeping	166342576	5.0	1.1808721087746221
chr6	169700126	169704126	C6orf120	+	0	Housekeeping	169702126	6.0	0.18243060138587452
chr6	169723566	169727566	PHF10	-	1	Housekeeping	169725566	6.0	0.12454666986826624
chr7	1528702	1532702	MAFK	+	4	Housekeeping	1530702	10.0	1.2501010653921574
chr7	1569005	1573005	PSMG3	-	5	Housekeeping	1571005	9.0	2.9028014699948246
chr7	2352086	2356086	EIF3B	+	6	Housekeeping	2354086	12.0	1.1062213906945928
chr7	5779696	5783696	RNF216	-	8	Housekeeping	5781696	13.0	0.7183965372171208
chr7	5896725	5900725	CCZ1	+	7	Housekeeping	5898725	16.0	3.3328726154718424
chr7	6346981	6350981	FAM220A	-	10	Housekeeping	6348981	21.0	2.226076872415561
chr7	6482190	6486190	KDELR2	-	9	Housekeeping	6484190	18.0	1.4980473665164595
chr7	10938153	10942153	NDUFA4	-	0	Housekeeping	10940153	1.0	0.5448392341463304
chr7	22820849	22824849	TOMM7	-	4	Housekeeping	22822849	8.0	1.0525997632885975
chr7	23530041	23534041	TRA2A	-	5	Housekeeping	23532041	8.0	0.895051666315041
chr7	25123260	25127260	CYCS	-	1	Housekeeping	25125260	4.0	1.3334117819814395
chr7	26199162	26203162	CBX3	+	0	Housekeeping	26201162	3.0	0.5098734718981035
chr7	27737331	27741331	TAX1BP1	+	3	Housekeeping	27739331	3.0	0.07787539611484817
chr7	32892131	32896131	KBTBD2	-	4	Housekeeping	32894131	7.0	0.42410181185893236
chr7	33107405	33111405	RP9	-	3	Housekeeping	33109405	4.0	1.0224831087614916
chr7	35695459	35699459	HERPUD2	-	2	Housekeeping	35697459	3.0	0.247900700613215
chr7	42930185	42934185	PSMA2	-	3	Housekeeping	42932185	4.0	0.4763580370490672
chr7	42930376	42934376	MRPL32	+	3	Housekeeping	42932376	4.0	0.47366853538179043
chr7	43867893	43871893	MRPS24	-	0	Housekeeping	43869893	16.0	0.42360175427418767
chr7	43904589	43908589	URGCP-MRPS24	-	2	Housekeeping	43906589	16.0	0.32906823755538994
chr7	44122358	44126358	POLD2	-	4	Housekeeping	44124358	20.0	1.5576902588877317
chr7	44198959	44202959	YKT6	+	0	Housekeeping	44200959	20.0	1.7625824870491158
chr7	44580287	44584287	TMED4	-	6	Housekeeping	44582287	17.0	0.46173166206230576
chr7	44794680	44798680	PPIA	+	4	Housekeeping	44796680	14.0	0.1548389289875729
chr7	44883530	44887530	PURB	-	2	Housekeeping	44885530	13.0	0.4568661338147706
chr7	55949877	55953877	MRPS17	+	7	Housekeeping	55951877	11.0	0.12656864801087409
chr7	56049685	56053685	CCT6A	+	6	Housekeeping	56051685	11.0	0.10326718818888025
chr7	56104479	56108479	CHCHD2	-	4	Housekeeping	56106479	10.0	0.14900397500710483
chr7	66919225	66923225	TMEM248	+	6	Housekeeping	66921225	6.0	0.07270315523186355
chr7	75840602	75844602	RHBDD2	+	7	Housekeeping	75842602	12.0	2.2063195338087382
chr7	77535295	77539295	PTPN12	+	3	Housekeeping	77537295	7.0	0.18786852573143165
chr7	77796434	77800434	TMEM60	-	0	Housekeeping	77798434	4.0	0.055799035373951256
chr7	92445482	92449482	GATAD1	+	1	Housekeeping	92447482	12.0	2.7650310323669203
chr7	96707880	96711880	SEM1	-	1	Housekeeping	96709880	4.0	0.6413353321380555
chr7	98250232	98254232	TECPR1	-	3	Housekeeping	98252232	7.0	0.6240437204522209
chr7	98250379	98254379	BRI3	+	4	Housekeeping	98252379	7.0	0.623750540540442
chr7	99323898	99327898	ARPC1A	+	5	Housekeeping	99325898	24.0	0.2455609782523993
chr7	99406597	99410597	PDAP1	-	1	Housekeeping	99408597	24.0	0.1421578573133786
chr7	99406641	99410641	BUD31	+	1	Housekeeping	99408641	24.0	0.14212146713504126
chr7	99464186	99468186	ATP5MF	-	9	Housekeeping	99466186	26.0	0.05494532872788227
chr7	99464197	99468197	ATP5MF-PTCD1	-	9	Housekeeping	99466197	26.0	0.05491979809661984
chr7	100013572	100017572	ZKSCAN1	+	4	Housekeeping	100015572	40.0	0.31728012652166626
chr7	100086969	100090969	COPS6	+	4	Housekeeping	100088969	41.0	0.1319095485659716
chr7	100146912	100150912	LAMTOR4	+	7	Housekeeping	100148912	42.0	0.13160717503538422
chr7	100426322	100430322	MEPCE	+	3	Housekeeping	100428322	47.0	0.03173003102347138
chr7	100477232	100481232	TSC22D4	-	7	Housekeeping	100479232	47.0	0.20576426694248084
chr7	100584129	100588129	LRCH4	-	3	Housekeeping	100586129	46.0	0.7000695123110745
chr7	100704121	100708121	POP7	+	6	Housekeeping	100706121	39.0	0.3522338353472776
chr7	101216165	101220165	ZNHIT1	+	4	Housekeeping	101218165	23.0	0.8346169666893388
chr7	101216420	101220420	PLOD3	-	4	Housekeeping	101218420	23.0	0.8331647524458674
chr7	101250316	101254316	FIS1	-	7	Housekeeping	101252316	21.0	1.1330330478946848
chr7	102476922	102480922	POLR2J	-	5	Housekeeping	102478922	20.0	0.7310570024776553
chr7	106110589	106114589	SYPL1	-	2	Housekeeping	106112589	3.0	1.0413713722280704
chr7	108567867	108571867	DNAJB9	+	1	Housekeeping	108569867	4.0	0.834731854056372
chr7	112420887	112424887	IFRD1	+	1	Housekeeping	112422887	6.0	0.6947090715391369
chr7	123747003	123751003	WASL	-	0	Housekeeping	123749003	7.0	0.07468949886117571
chr7	127586386	127590386	ARF5	+	1	Housekeeping	127588386	7.0	0.27774242348158396
chr7	128860856	128864856	ATP6V1F	+	5	Housekeeping	128862856	16.0	0.7244268747299998
chr7	130068534	130072534	KLHDC10	+	3	Housekeeping	130070534	11.0	0.5687682919906933
chr7	134644811	134648811	BPGM	+	3	Housekeeping	134646811	6.0	1.6487512241224067
chr7	135975359	135979359	MTPN	-	1	Housekeeping	135977359	5.0	0.2875727236389025
chr7	140477536	140481536	MKRN1	-	5	Housekeeping	140479536	8.0	3.4221867816069107
chr7	140688777	140692777	NDUFB2	+	4	Housekeeping	140690777	8.0	0.4599130284421449
chr7	141736334	141740334	SSBP1	+	1	Housekeeping	141738334	13.0	0.23681070643107205
chr7	143242093	143246093	GSTK1	+	1	Housekeeping	143244093	24.0	0.08809513869863395
chr7	143379295	143383295	ZYX	+	0	Housekeeping	143381295	22.0	3.3802165047094945
chr7	143900198	143904198	TCAF1	-	1	Housekeeping	143902198	23.0	0.4247719680404316
chr7	148695914	148699914	CUL1	+	0	Housekeeping	148697914	7.0	2.4552856688879388
chr7	149459062	149463062	ZNF777	-	1	Housekeeping	149461062	12.0	1.9326120808108271
chr7	151083831	151087831	AGAP3	+	1	Housekeeping	151085831	30.0	0.9249592721670297
chr7	151225166	151229166	ABCF2-H2BK1	-	2	Housekeeping	151227166	25.0	4.8619963369597485
chr7	151225205	151229205	ABCF2	-	2	Housekeeping	151227205	25.0	4.86237763364926
chr7	151518120	151522120	RHEB	-	2	Housekeeping	151520120	22.0	0.3606330091452037
chr7	152023674	152027674	GALNT11	+	1	Housekeeping	152025674	3.0	1.957882198152845
chr7	157333381	157337381	DNAJB6	+	7	Housekeeping	157335381	4.0	0.9867798800115679
chr7	158828253	158832253	ESYT2	-	1	Housekeeping	158830253	4.0	0.6608461252739062
chr8	9553912	9557912	TNKS	+	1	Housekeeping	9555912	2.0	1.0007100543813152
chr8	11867533	11871533	CTSB	-	5	Housekeeping	11869533	15.0	1.9408647595153994
chr8	17244878	17248878	CNOT7	-	1	Housekeeping	17246878	7.0	0.6443344987115296
chr8	19815391	19819391	INTS10	+	2	Housekeeping	19817391	5.0	1.415056095589975
chr8	22602757	22606757	CCAR2	+	0	Housekeeping	22604757	23.0	1.717743710532531
chr8	23268120	23272120	R3HCC1	+	5	Housekeeping	23270120	13.0	1.7479201311115844
chr8	23455695	23459695	ENTPD4	-	1	Housekeeping	23457695	14.0	0.6374191903186954
chr8	25456476	25460476	KCTD9	-	0	Housekeeping	25458476	3.0	0.07825340717985796
chr8	26381054	26385054	BNIP3L	+	2	Housekeeping	26383054	5.0	0.6442863451966474
chr8	28400701	28404701	ZNF395	-	2	Housekeeping	28402701	9.0	2.2518612046729913
chr8	30081208	30085208	SARAF	-	2	Housekeeping	30083208	4.0	0.29291277900725277
chr8	30154319	30158319	DCTN6	+	3	Housekeeping	30156319	5.0	0.4335228691930837
chr8	30812314	30816314	PPP2CB	-	3	Housekeeping	30814314	8.0	0.5513726925278917
chr8	37847861	37851861	BRF2	-	5	Housekeeping	37849861	15.0	2.55087105883959
chr8	38174730	38178730	LSM1	-	3	Housekeeping	38176730	18.0	1.3485845555530318
chr8	41575187	41579187	GPAT4	+	3	Housekeeping	41577187	6.0	0.5715604824753484
chr8	42389624	42393624	VDAC3	+	3	Housekeeping	42391624	12.0	0.41484752297932914
chr8	42539155	42543155	SMIM19	+	2	Housekeeping	42541155	15.0	0.20793307048478482
chr8	54133241	54137241	MRPL15	+	3	Housekeeping	54135241	6.0	0.47903097909312464
chr8	58550924	58554924	SDCBP	+	0	Housekeeping	58552924	3.0	0.18649596556727488
chr8	65632217	65636217	ARMC1	-	7	Housekeeping	65634217	4.0	0.0818162824224089
chr8	67081783	67085783	COPS5	-	4	Housekeeping	67083783	9.0	0.007577946712871153
chr8	70606416	70610416	TRAM1	-	1	Housekeeping	70608416	3.0	0.0855191582600412
chr8	73293789	73297789	RPL7	-	0	Housekeeping	73295789	5.0	0.9323851701647357
chr8	80028289	80032289	MRPS28	-	3	Housekeeping	80030289	5.0	0.31825170281848614
chr8	86512357	86516357	RMDN1	-	3	Housekeeping	86514357	6.0	1.1882071741950995
chr8	96233546	96237546	UQCRB	-	2	Housekeeping	96235546	5.0	0.5053693615425914
chr8	97642184	97646184	MTDH	+	3	Housekeeping	97644184	7.0	0.21608279822174836
chr8	98044469	98048469	RPL30	-	4	Housekeeping	98046469	8.0	4.658356674061963
chr8	100148623	100152623	POLR2K	+	2	Housekeeping	100150623	6.0	0.20575792134437165
chr8	100334218	100338218	RNF19A	-	1	Housekeeping	100336218	8.0	0.4403704003108544
chr8	100720809	100724809	PABPC1	-	2	Housekeeping	100722809	5.0	0.7407458418657598
chr8	100951388	100955388	YWHAZ	-	1	Housekeeping	100953388	4.0	1.7966901300802363
chr8	101204193	101208193	ZNF706	-	1	Housekeeping	101206193	3.0	0.515909975669615
chr8	102891864	102895864	AZIN1	-	4	Housekeeping	102893864	8.0	0.2783169737320179
chr8	108441496	108445496	EIF3E	-	0	Housekeeping	108443496	3.0	0.0857429710144686
chr8	108441601	108445601	EMC2	+	0	Housekeeping	108443601	3.0	0.08490791666659447
chr8	109537711	109541711	EBAG9	+	1	Housekeeping	109539711	7.0	0.15375464129817829
chr8	116764925	116768925	EIF3H	-	2	Housekeeping	116766925	4.0	1.5668463306323588
chr8	123040302	123044302	DERL1	-	2	Housekeeping	123042302	9.0	1.7811898269235371
chr8	124472866	124476866	RNF139	+	0	Housekeeping	124474866	6.0	1.8042839786554055
chr8	124537101	124541101	NDUFB9	+	1	Housekeeping	124539101	7.0	0.6442249422838131
chr8	143015982	143019982	LY6E	+	0	Housekeeping	143017982	25.0	1.5186295007808326
chr8	143539447	143543447	ZC3H3	-	4	Housekeeping	143541447	32.0	0.721443378787967
chr8	143597541	143601541	EEF1D	-	0	Housekeeping	143599541	35.0	1.883949704058523
chr8	143988056	143992056	GRINA	+	2	Housekeeping	143990056	51.0	0.3210367771296774
chr8	144076648	144080648	EXOSC4	+	2	Housekeeping	144078648	54.0	0.4782410749047017
chr8	144093039	144097039	CYC1	+	4	Housekeeping	144095039	53.0	0.39232656092480056
chr8	144102420	144106420	MAF1	+	1	Housekeeping	144104420	51.0	0.2914740140025174
chr8	144106124	144110124	SHARPIN	-	0	Housekeeping	144108124	51.0	0.2521032186299976
chr8	144289591	144293591	HSF1	+	3	Housekeeping	144291591	46.0	1.4883642759482996
chr8	144426563	144430563	VPS28	-	2	Housekeeping	144428563	47.0	0.9844237785623022
chr8	144515992	144519992	LRRC14	+	0	Housekeeping	144517992	44.0	0.2099581041201759
